price_datetime;price;price_promo;sku_status;sku_barcode;sku_article;sku_name;sku_category;sku_country;sku_weight_min;sku_volume_min;sku_quantity_min;sku_link;sku_images
2022-11-15 19:10:30.045432;510 р;459 р;1;4607004702938;11801;Трапеза Био корм для взрослых собак с нормальной активностью;Главная|Каталог|Товары и корма для собак|Корм сухой|Трапеза Био корм для взрослых собак с нормальной активностью;Poccия;2.5кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/trapeza-bio-korm-dlya-vzroslykh-sobak-s-normalnoy-aktivnostyu.html;https://zootovary.ru/upload/resize_cache/iblock/87f/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Bio-korm-dlya-vzroslykh-sobak-s-normalnoy-aktivnostyu-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/9e0/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Bio-korm-dlya-vzroslykh-sobak-s-normalnoy-aktivnostyu-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:30.045432;1 973 р;1 874 р;1;4607125692194;68516;Трапеза Био корм для взрослых собак с нормальной активностью;Главная|Каталог|Товары и корма для собак|Корм сухой|Трапеза Био корм для взрослых собак с нормальной активностью;Poccия;10кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/trapeza-bio-korm-dlya-vzroslykh-sobak-s-normalnoy-aktivnostyu.html;https://zootovary.ru/upload/resize_cache/iblock/87f/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Bio-korm-dlya-vzroslykh-sobak-s-normalnoy-aktivnostyu-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/9e0/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Bio-korm-dlya-vzroslykh-sobak-s-normalnoy-aktivnostyu-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:31.176263;515 р;464 р;1;8336554605654;z74208;BLITZ Holistic сухой корм для собак малозерновой Свежая Форель;Главная|Каталог|Товары и корма для собак|Корм сухой|BLITZ Holistic сухой корм для собак малозерновой Свежая Форель;Италия, Россия;500г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/blitz-holistic-sukhoy-korm-dlya-sobak-malozernovoy-svezhaya-forel.html;https://zootovary.ru/upload/resize_cache/iblock/964/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/4d1/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/c02/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:31.176263;1 400 р;;1;8336554605548;z74209;BLITZ Holistic сухой корм для собак малозерновой Свежая Форель;Главная|Каталог|Товары и корма для собак|Корм сухой|BLITZ Holistic сухой корм для собак малозерновой Свежая Форель;Италия, Россия;1,5кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/blitz-holistic-sukhoy-korm-dlya-sobak-malozernovoy-svezhaya-forel.html;https://zootovary.ru/upload/resize_cache/iblock/964/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/4d1/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/c02/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:31.176263;8 714 р;7 843 р;1;8336554605333;z73592;BLITZ Holistic сухой корм для собак малозерновой Свежая Форель;Главная|Каталог|Товары и корма для собак|Корм сухой|BLITZ Holistic сухой корм для собак малозерновой Свежая Форель;Италия, Россия;12кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/blitz-holistic-sukhoy-korm-dlya-sobak-malozernovoy-svezhaya-forel.html;https://zootovary.ru/upload/resize_cache/iblock/964/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/4d1/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/c02/500_500_1dfc9401eed6705ea741f22b962e86776/BLITZ-Holistic-sukhoy-korm-dlya-sobak-malozernovoy-Svezhaya-Forel-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:33.338654;559 р;503 р;1;4607004702945;11821;Трапеза Прима корм для взрослых собак с высокой активностью;Главная|Каталог|Товары и корма для собак|Корм сухой|Трапеза Прима корм для взрослых собак с высокой активностью;Poccия;2.5кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/trapeza-prima-korm-dlya-vzroslykh-sobak-s-vysokoy-aktivnostyu.html;https://zootovary.ru/upload/resize_cache/iblock/09e/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Prima-korm-dlya-vzroslykh-sobak-s-vysokoy-aktivnostyu-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/db9/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Prima-korm-dlya-vzroslykh-sobak-s-vysokoy-aktivnostyu-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:33.338654;2 163 р;2 055 р;1;4607125695393;68514;Трапеза Прима корм для взрослых собак с высокой активностью;Главная|Каталог|Товары и корма для собак|Корм сухой|Трапеза Прима корм для взрослых собак с высокой активностью;Poccия;10кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/trapeza-prima-korm-dlya-vzroslykh-sobak-s-vysokoy-aktivnostyu.html;https://zootovary.ru/upload/resize_cache/iblock/09e/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Prima-korm-dlya-vzroslykh-sobak-s-vysokoy-aktivnostyu-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/db9/450_450_1dfc9401eed6705ea741f22b962e86776/Trapeza-Prima-korm-dlya-vzroslykh-sobak-s-vysokoy-aktivnostyu-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:34.046021;1 825 р;;0;4607125695683;z74082;Оскар сухой корм для ЩЕНКОВ;Главная|Каталог|Товары и корма для собак|Корм сухой|Оскар сухой корм для ЩЕНКОВ;Россия;8кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/oskar-sukhoy-korm-dlya-shchenkov.html;https://zootovary.ru/upload/resize_cache/iblock/bae/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-sukhoy-korm-dlya-SHCHENKOV-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/ab3/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-sukhoy-korm-dlya-SHCHENKOV-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:34.046021;562 р;506 р;1;4607125695645;z74083;Оскар сухой корм для ЩЕНКОВ;Главная|Каталог|Товары и корма для собак|Корм сухой|Оскар сухой корм для ЩЕНКОВ;Россия;2,2кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/oskar-sukhoy-korm-dlya-shchenkov.html;https://zootovary.ru/upload/resize_cache/iblock/bae/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-sukhoy-korm-dlya-SHCHENKOV-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/ab3/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-sukhoy-korm-dlya-SHCHENKOV-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:36.680916;6 000 р;4 776 р;1;4670064652314;83911;ALPHAPET SUPERPREMIUM сухой корм для взрослых собак мелких пород с чувствительным пищеварением с ягненком и рисом;Главная|Каталог|Товары и корма для собак|Корм сухой|ALPHAPET SUPERPREMIUM сухой корм для взрослых собак мелких пород с чувствительным пищеварением с ягненком и рисом;Россия;7кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/alphapet-superpremium-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevarenie.html;https://zootovary.ru/upload/resize_cache/iblock/d02/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/506/368_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/a4a/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/ed6/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/0a4/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg
2022-11-15 19:10:36.680916;12 233 р;8 257 р;1;4670064651737;82987;ALPHAPET SUPERPREMIUM сухой корм для взрослых собак мелких пород с чувствительным пищеварением с ягненком и рисом;Главная|Каталог|Товары и корма для собак|Корм сухой|ALPHAPET SUPERPREMIUM сухой корм для взрослых собак мелких пород с чувствительным пищеварением с ягненком и рисом;Россия;18кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm-sukhoy/alphapet-superpremium-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevarenie.html;https://zootovary.ru/upload/resize_cache/iblock/d02/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/506/368_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/a4a/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/ed6/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg,https://zootovary.ru/upload/resize_cache/iblock/0a4/500_500_1dfc9401eed6705ea741f22b962e86776/ALPHAPET-SUPERPREMIUM-sukhoy-korm-dlya-vzroslykh-sobak-melkikh-porod-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-risom-kupit-Zootovary.Ru.jpg
